2022-11-12 02:08:04,519 INFO    StreamThr :6956 [internal.py:wandb_internal():91] W&B internal server running at pid: 6956, started at: 2022-11-12 02:08:04.518846
2022-11-12 02:08:04,526 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: status
2022-11-12 02:08:04,528 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: status
2022-11-12 02:08:04,559 DEBUG   SenderThread:6956 [sender.py:send():303] send: header
2022-11-12 02:08:04,559 INFO    WriterThread:6956 [datastore.py:open_for_write():75] open: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\run-vgumacgb.wandb
2022-11-12 02:08:04,766 DEBUG   SenderThread:6956 [sender.py:send():303] send: run
2022-11-12 02:08:04,979 DEBUG   SenderThread:6956 [sender.py:send():303] send: stats
2022-11-12 02:08:05,512 INFO    SenderThread:6956 [dir_watcher.py:__init__():216] watching files in: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files
2022-11-12 02:08:05,513 INFO    SenderThread:6956 [sender.py:_start_run_threads():931] run started: vgumacgb with start time 1668193684.410137
2022-11-12 02:08:05,514 DEBUG   SenderThread:6956 [sender.py:send():303] send: summary
2022-11-12 02:08:05,520 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: check_version
2022-11-12 02:08:05,526 INFO    SenderThread:6956 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-12 02:08:05,527 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: check_version
2022-11-12 02:08:05,708 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: run_start
2022-11-12 02:08:05,749 DEBUG   HandlerThread:6956 [system_info.py:__init__():31] System info init
2022-11-12 02:08:05,751 DEBUG   HandlerThread:6956 [system_info.py:__init__():46] System info init done
2022-11-12 02:08:05,752 INFO    HandlerThread:6956 [system_monitor.py:start():150] Starting system monitor
2022-11-12 02:08:05,753 INFO    SystemMonitor:6956 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-12 02:08:05,753 INFO    HandlerThread:6956 [system_monitor.py:probe():168] Collecting system info
2022-11-12 02:08:05,758 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started cpu
2022-11-12 02:08:05,761 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started disk
2022-11-12 02:08:05,762 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started gpu
2022-11-12 02:08:05,773 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started memory
2022-11-12 02:08:05,774 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started network
2022-11-12 02:08:05,845 DEBUG   SenderThread:6956 [sender.py:send():303] send: stats
2022-11-12 02:08:05,872 DEBUG   HandlerThread:6956 [system_info.py:probe():195] Probing system
2022-11-12 02:08:05,875 DEBUG   HandlerThread:6956 [system_info.py:_probe_git():180] Probing git
2022-11-12 02:08:06,247 DEBUG   HandlerThread:6956 [system_info.py:_probe_git():188] Probing git done
2022-11-12 02:08:06,248 DEBUG   HandlerThread:6956 [system_info.py:probe():241] Probing system done
2022-11-12 02:08:06,249 DEBUG   HandlerThread:6956 [system_monitor.py:probe():177] {'os': 'Windows-10-10.0.19041-SP0', 'python': '3.7.4', 'heartbeatAt': '2022-11-11T19:08:05.873734', 'startedAt': '2022-11-11T19:08:04.261106', 'docker': None, 'cuda': None, 'args': ('--data', 'data.yaml', '--img', '640', '--batch', '16', '--epochs', '250', '--weights', 'yolov5s.pt'), 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/ultralytics/yolov5', 'commit': '75728bb3ea99113f306280b734dedcc5d7d067b1'}, 'email': 'raharja.wahyu.agus.kadek@gmail.com', 'root': 'D:/TESIS/THESIS 3/program/yolov5/yolov5_og/yolov5', 'host': 'DESKTOP-MMTU9NA', 'username': 'user', 'executable': 'C:\\Users\\user\\AppData\\Local\\Programs\\Python\\Python37\\python.exe', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2511.0, 'min': 0.0, 'max': 2712.0}, 'cpu_freq_per_core': [{'current': 2511.0, 'min': 0.0, 'max': 2712.0}], 'disk': {'total': 785.0253868103027, 'used': 542.1164093017578}, 'gpu': 'GeForce 940MX', 'gpu_count': 1, 'gpu_devices': [{'name': 'GeForce 940MX', 'memory_total': 2147483648}], 'memory': {'total': 7.8840789794921875}}
2022-11-12 02:08:06,251 INFO    HandlerThread:6956 [system_monitor.py:probe():178] Finished collecting system info
2022-11-12 02:08:06,251 INFO    HandlerThread:6956 [system_monitor.py:probe():181] Publishing system info
2022-11-12 02:08:06,252 DEBUG   HandlerThread:6956 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2022-11-12 02:08:06,254 DEBUG   HandlerThread:6956 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-12 02:08:06,255 INFO    HandlerThread:6956 [system_monitor.py:probe():183] Finished publishing system info
2022-11-12 02:08:06,257 DEBUG   SenderThread:6956 [sender.py:send():303] send: files
2022-11-12 02:08:06,258 INFO    SenderThread:6956 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-11-12 02:08:06,379 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:06,381 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:06,645 INFO    Thread-145:6956 [dir_watcher.py:_on_file_created():275] file/dir created: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files\requirements.txt
2022-11-12 02:08:06,656 INFO    Thread-145:6956 [dir_watcher.py:_on_file_created():275] file/dir created: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files\wandb-metadata.json
2022-11-12 02:08:06,657 INFO    Thread-145:6956 [dir_watcher.py:_on_file_created():275] file/dir created: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files\wandb-summary.json
2022-11-12 02:08:06,831 DEBUG   SenderThread:6956 [sender.py:send():303] send: telemetry
2022-11-12 02:08:07,285 INFO    Thread-150:6956 [upload_job.py:push():143] Uploaded file C:\Users\user\AppData\Local\Temp\tmppqufhdhvwandb\1s0l83zv-wandb-metadata.json
2022-11-12 02:08:07,977 INFO    Thread-113:6956 [dir_watcher.py:_on_file_modified():292] file/dir modified: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020736-5f9snc5k\files\config.yaml
2022-11-12 02:08:08,728 DEBUG   SenderThread:6956 [sender.py:send():303] send: telemetry
2022-11-12 02:08:09,273 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:09,274 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:11,944 INFO    Thread-145:6956 [dir_watcher.py:_on_file_created():275] file/dir created: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files\output.log
2022-11-12 02:08:12,057 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:12,057 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:12,295 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:12,296 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:12,545 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:12,546 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:13,975 INFO    Thread-145:6956 [dir_watcher.py:_on_file_modified():292] file/dir modified: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020804-vgumacgb\files\output.log
2022-11-12 02:08:17,940 DEBUG   SenderThread:6956 [sender.py:send():303] send: stats
2022-11-12 02:08:19,064 INFO    Thread-129:6956 [dir_watcher.py:_on_file_modified():292] file/dir modified: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020747-pptm6xjh\files\config.yaml
2022-11-12 02:08:19,807 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: stop_status
2022-11-12 02:08:19,808 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: stop_status
2022-11-12 02:08:19,840 INFO    StreamThr :6956 [internal.py:wandb_internal():91] W&B internal server running at pid: 6956, started at: 2022-11-12 02:08:19.839988
2022-11-12 02:08:19,869 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: status
2022-11-12 02:08:19,870 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: status
2022-11-12 02:08:19,873 DEBUG   SenderThread:6956 [sender.py:send():303] send: header
2022-11-12 02:08:19,873 INFO    WriterThread:6956 [datastore.py:open_for_write():75] open: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020819-1uk7wf51\run-1uk7wf51.wandb
2022-11-12 02:08:20,123 DEBUG   SenderThread:6956 [sender.py:send():303] send: run
2022-11-12 02:08:20,421 DEBUG   SystemMonitor:6956 [system_monitor.py:_start():130] Starting system metrics aggregation loop
2022-11-12 02:08:20,430 DEBUG   SenderThread:6956 [sender.py:send():303] send: stats
2022-11-12 02:08:21,069 INFO    SenderThread:6956 [dir_watcher.py:__init__():216] watching files in: D:\TESIS\THESIS 3\program\yolov5\yolov5_og\yolov5\wandb\run-20221112_020819-1uk7wf51\files
2022-11-12 02:08:21,070 INFO    SenderThread:6956 [sender.py:_start_run_threads():931] run started: 1uk7wf51 with start time 1668193699.822039
2022-11-12 02:08:21,071 DEBUG   SenderThread:6956 [sender.py:send():303] send: summary
2022-11-12 02:08:21,072 INFO    SenderThread:6956 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-12 02:08:21,075 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: check_version
2022-11-12 02:08:21,076 DEBUG   SenderThread:6956 [sender.py:send_request():317] send_request: check_version
2022-11-12 02:08:21,256 DEBUG   HandlerThread:6956 [handler.py:handle_request():139] handle_request: run_start
2022-11-12 02:08:21,275 DEBUG   HandlerThread:6956 [system_info.py:__init__():31] System info init
2022-11-12 02:08:21,284 DEBUG   HandlerThread:6956 [system_info.py:__init__():46] System info init done
2022-11-12 02:08:21,285 INFO    HandlerThread:6956 [system_monitor.py:start():150] Starting system monitor
2022-11-12 02:08:21,285 INFO    SystemMonitor:6956 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-12 02:08:21,285 INFO    HandlerThread:6956 [system_monitor.py:probe():168] Collecting system info
2022-11-12 02:08:21,290 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started cpu
2022-11-12 02:08:21,292 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started disk
2022-11-12 02:08:21,293 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started gpu
2022-11-12 02:08:21,303 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started memory
2022-11-12 02:08:21,312 INFO    SystemMonitor:6956 [interfaces.py:start():168] Started network
2022-11-12 02:08:21,528 DEBUG   HandlerThread:6956 [system_info.py:probe():195] Probing system
2022-11-12 02:08:21,546 DEBUG   HandlerThread:6956 [system_info.py:_probe_git():180] Probing git
