               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11353,            0.018583,                   0,             0.20783,            0.051282,             0.10173,             0.03283,            0.076269,            0.012104,                   0,              0.0757,              0.0027,              0.0027
                   1,            0.085584,            0.026088,                   0,             0.25007,             0.36776,             0.22296,            0.078516,            0.059766,            0.011644,                   0,            0.049955,           0.0049555,           0.0049555
                   2,            0.076007,            0.026862,                   0,             0.23384,             0.35897,             0.21656,            0.060653,             0.06123,            0.010967,                   0,            0.023657,           0.0066566,           0.0066566
                   3,            0.069617,            0.026439,                   0,             0.44841,             0.46154,             0.40881,             0.14304,            0.056629,            0.010548,                   0,             0.00703,             0.00703,             0.00703
                   4,            0.064584,            0.025387,                   0,             0.34627,              0.5641,             0.32696,             0.11827,            0.057075,            0.009172,                   0,             0.00703,             0.00703,             0.00703
                   5,            0.057123,            0.025813,                   0,             0.70808,             0.64103,             0.65312,             0.30134,            0.049153,           0.0087164,                   0,             0.00604,             0.00604,             0.00604
                   6,            0.051339,            0.024056,                   0,             0.53063,             0.55092,             0.49514,             0.19846,            0.051115,           0.0082853,                   0,             0.00505,             0.00505,             0.00505
                   7,            0.049598,            0.021186,                   0,             0.79115,             0.64103,             0.68445,             0.33702,            0.046047,           0.0083858,                   0,             0.00406,             0.00406,             0.00406
                   8,            0.042736,            0.021314,                   0,             0.55142,             0.61538,             0.52586,             0.24866,            0.043212,           0.0083825,                   0,             0.00307,             0.00307,             0.00307
                   9,            0.041349,            0.020852,                   0,             0.80411,             0.61538,             0.70078,             0.39489,            0.040988,           0.0082344,                   0,             0.00208,             0.00208,             0.00208
